radius,pressure,mass,density,energy
1.11711600e+04,6.35054854e+32,2.07672861e+30,2.32465960e+17,1.56103925e+15
1.11850200e+04,6.29584169e+32,2.08186707e+30,2.31735743e+17,1.55246824e+15
1.11988800e+04,6.24131844e+32,2.08700158e+30,2.31003949e+17,1.54389901e+15
1.12127400e+04,6.18697943e+32,2.09213203e+30,2.30270569e+17,1.53533160e+15
1.12266000e+04,6.13282529e+32,2.09725833e+30,2.29535594e+17,1.52676608e+15
1.12404600e+04,6.07885663e+32,2.10238038e+30,2.28799017e+17,1.51820249e+15
1.12543200e+04,6.02507410e+32,2.10749807e+30,2.28060828e+17,1.50964088e+15
1.12681800e+04,5.97147832e+32,2.11261131e+30,2.27321018e+17,1.50108131e+15
1.12820400e+04,5.91806990e+32,2.11771999e+30,2.26579580e+17,1.49252383e+15
1.12959000e+04,5.86484948e+32,2.12282401e+30,2.25836504e+17,1.48396849e+15
1.13097600e+04,5.81181769e+32,2.12792327e+30,2.25091781e+17,1.47541534e+15
1.13236200e+04,5.75897513e+32,2.13301767e+30,2.24345402e+17,1.46686445e+15
1.13374800e+04,5.70632245e+32,2.13810709e+30,2.23597357e+17,1.45831584e+15
1.13513400e+04,5.65386025e+32,2.14319144e+30,2.22847637e+17,1.44976960e+15
1.13652000e+04,5.60158916e+32,2.14827061e+30,2.22096232e+17,1.44122575e+15
1.13790600e+04,5.54950980e+32,2.15334449e+30,2.21343133e+17,1.43268437e+15
1.13929200e+04,5.49762279e+32,2.15841297e+30,2.20588329e+17,1.42414549e+15
1.14067800e+04,5.44592876e+32,2.16347596e+30,2.19831811e+17,1.41560918e+15
1.14206400e+04,5.39442831e+32,2.16853334e+30,2.19073568e+17,1.40707548e+15
1.14345000e+04,5.34312207e+32,2.17358500e+30,2.18313589e+17,1.39854446e+15
1.14483600e+04,5.29201066e+32,2.17863083e+30,2.17551865e+17,1.39001616e+15
1.14622200e+04,5.24109468e+32,2.18367072e+30,2.16788385e+17,1.38149064e+15
1.14760800e+04,5.19037477e+32,2.18870457e+30,2.16023137e+17,1.37296795e+15
1.14899400e+04,5.13985153e+32,2.19373225e+30,2.15256111e+17,1.36444815e+15
1.15038000e+04,5.08952558e+32,2.19875367e+30,2.14487295e+17,1.35593128e+15
1.15176600e+04,5.03939754e+32,2.20376870e+30,2.13716678e+17,1.34741741e+15
1.15315200e+04,4.98946801e+32,2.20877723e+30,2.12944248e+17,1.33890659e+15
1.15453800e+04,4.93973762e+32,2.21377915e+30,2.12169994e+17,1.33039887e+15
1.15592400e+04,4.89020697e+32,2.21877435e+30,2.11393904e+17,1.32189431e+15
1.15731000e+04,4.84087669e+32,2.22376270e+30,2.10615965e+17,1.31339296e+15
1.15869600e+04,4.79174737e+32,2.22874409e+30,2.09836165e+17,1.30489487e+15
1.16008200e+04,4.74281964e+32,2.23371841e+30,2.09054491e+17,1.29640011e+15
1.16146800e+04,4.69409411e+32,2.23868553e+30,2.08270932e+17,1.28790872e+15
1.16285400e+04,4.64557138e+32,2.24364535e+30,2.07485473e+17,1.27942076e+15
1.16424000e+04,4.59725207e+32,2.24859773e+30,2.06698101e+17,1.27093629e+15
1.16562600e+04,4.54913679e+32,2.25354256e+30,2.05908804e+17,1.26245536e+15
1.16701200e+04,4.50122615e+32,2.25847971e+30,2.05117567e+17,1.25397803e+15
1.16839800e+04,4.45352076e+32,2.26340908e+30,2.04324377e+17,1.24550435e+15
1.16978400e+04,4.40602123e+32,2.26833053e+30,2.03529219e+17,1.23703438e+15
1.17117000e+04,4.35872816e+32,2.27324394e+30,2.02732079e+17,1.22856818e+15
1.17255600e+04,4.31164218e+32,2.27814918e+30,2.01932943e+17,1.22010579e+15
1.17394200e+04,4.26476388e+32,2.28304614e+30,2.01131796e+17,1.21164728e+15
1.17532800e+04,4.21809387e+32,2.28793468e+30,2.00328622e+17,1.20319270e+15
1.17671400e+04,4.17163277e+32,2.29281468e+30,1.99523407e+17,1.19474211e+15
1.17810000e+04,4.12538118e+32,2.29768602e+30,1.98716134e+17,1.18629556e+15
1.17948600e+04,4.07933972e+32,2.30254856e+30,1.97906787e+17,1.17785312e+15
1.18087200e+04,4.03350898e+32,2.30740217e+30,1.97095352e+17,1.16941483e+15
1.18225800e+04,3.98788959e+32,2.31224673e+30,1.96281810e+17,1.16098076e+15
1.18364400e+04,3.94248214e+32,2.31708210e+30,1.95466145e+17,1.15255096e+15
1.18503000e+04,3.89728725e+32,2.32190815e+30,1.94648340e+17,1.14412549e+15
1.18641600e+04,3.85230552e+32,2.32672475e+30,1.93828378e+17,1.13570441e+15
1.18780200e+04,3.80753757e+32,2.33153177e+30,1.93006241e+17,1.12728777e+15
1.18918800e+04,3.76298400e+32,2.33632907e+30,1.92181910e+17,1.11887563e+15
1.19057400e+04,3.71864542e+32,2.34111651e+30,1.91355369e+17,1.11046805e+15
1.19196000e+04,3.67452244e+32,2.34589397e+30,1.90526596e+17,1.10206509e+15
1.19334600e+04,3.63061568e+32,2.35066129e+30,1.89695575e+17,1.09366680e+15
1.19473200e+04,3.58692574e+32,2.35541834e+30,1.88862285e+17,1.08527325e+15
1.19611800e+04,3.54345323e+32,2.36016499e+30,1.88026706e+17,1.07688448e+15
1.19750400e+04,3.50019877e+32,2.36490109e+30,1.87188818e+17,1.06850057e+15
1.19889000e+04,3.45716296e+32,2.36962650e+30,1.86348600e+17,1.06012156e+15
1.20027600e+04,3.41434641e+32,2.37434108e+30,1.85506033e+17,1.05174752e+15
1.20166200e+04,3.37174975e+32,2.37904468e+30,1.84661093e+17,1.04337850e+15
1.20304800e+04,3.32937359e+32,2.38373716e+30,1.83813760e+17,1.03501457e+15
1.20443400e+04,3.28721852e+32,2.38841837e+30,1.82964011e+17,1.02665578e+15
1.20582000e+04,3.24528519e+32,2.39308817e+30,1.82111823e+17,1.01830219e+15
1.20720600e+04,3.20357419e+32,2.39774641e+30,1.81257173e+17,1.00995386e+15
1.20859200e+04,3.16208614e+32,2.40239293e+30,1.80400038e+17,1.00161086e+15
1.20997800e+04,3.12082167e+32,2.40702759e+30,1.79540393e+17,9.93273232e+14
1.21136400e+04,3.07978138e+32,2.41165024e+30,1.78678214e+17,9.84941047e+14
1.21275000e+04,3.03896591e+32,2.41626071e+30,1.77813476e+17,9.76614363e+14
1.21413600e+04,2.99837587e+32,2.42085887e+30,1.76946153e+17,9.68293239e+14
1.21552200e+04,2.95801188e+32,2.42544455e+30,1.76076219e+17,9.59977737e+14
1.21690800e+04,2.91787456e+32,2.43001759e+30,1.75203647e+17,9.51667915e+14
1.21829400e+04,2.87796455e+32,2.43457784e+30,1.74328409e+17,9.43363836e+14
1.21968000e+04,2.83828246e+32,2.43912514e+30,1.73450479e+17,9.35065559e+14
1.22106600e+04,2.79882892e+32,2.44365932e+30,1.72569827e+17,9.26773146e+14
1.22245200e+04,2.75960457e+32,2.44818023e+30,1.71686424e+17,9.18486657e+14
1.22383800e+04,2.72061003e+32,2.45268770e+30,1.70800241e+17,9.10206155e+14
1.22522400e+04,2.68184594e+32,2.45718156e+30,1.69911247e+17,9.01931700e+14
1.22661000e+04,2.64331293e+32,2.46166166e+30,1.69019410e+17,8.93663354e+14
1.22799600e+04,2.60501164e+32,2.46612781e+30,1.68124700e+17,8.85401179e+14
1.22938200e+04,2.56694271e+32,2.47057986e+30,1.67227084e+17,8.77145237e+14
1.23076800e+04,2.52910677e+32,2.47501763e+30,1.66326528e+17,8.68895591e+14
1.23215400e+04,2.49150447e+32,2.47944095e+30,1.65422998e+17,8.60652301e+14
1.23354000e+04,2.45413646e+32,2.48384964e+30,1.64516460e+17,8.52415431e+14
1.23492600e+04,2.41700339e+32,2.48824353e+30,1.63606878e+17,8.44185045e+14
